ANG,LOV,JOY,SAD,ARO,VAL,DOM,MOD,IND,IMP,CON,SUB,POL,NEG,POS,EXP_COR,EXP_SPO,EXP_BN,EXP_QUIT,EXP_SEN,radioSilence,missingLinks,orgSilo,smelly,quitter,project
0,0,0,0,0.9764706,1.3882353,1.4156862,0.75,1,0,0,0,1,0,0.2083,0,0,1,0,60,0,0,0,0,0,OFBiz
0.02016129,0.221774194,0.157258065,0.334677419,0.933487399,1.359867674,1.352125734,0.604701613,0.608870968,0.060483871,0.318548387,0.012096774,0.560483871,-0.11997,0.187966942,0,0,6,0,79.40075746,0,0,0,0,0,Hadoop Common
0.011363636,0.011363636,0.068181818,0.227272727,0.945484351,1.413538888,1.402659086,0.451706818,0.5,0.022727273,0.477272727,0,0.579545455,-0.082193333,0.183436,0,0,0,0,29.09486232,0,0,0,0,0,Camel
0,0,0.142857143,0.714285714,1.065410007,1.550403357,1.623817814,0.4486,0.428571429,0,0.571428571,0,0.714285714,-0.1648,0.0667,0,0,4,0,20.51428571,0,0,0,0,0,OFBiz
0.015486726,0.283185841,0.10840708,0.181415929,0.917497849,1.406608861,1.399883315,0.670110177,0.621681416,0.090707965,0.28539823,0.002212389,0.590707965,-0.153543636,0.215994964,0,0,1,0,78.42613563,0,0,0,0,0,OFBiz
0,0.092592593,0.074074074,0.148148148,0.974418137,1.428915903,1.438116004,0.44449194,0.685185185,0,0.314814815,0,0.425925926,-0.183928571,0.282036497,1,0,0,2,60.91128972,0,1,1,1,0,Hibernate ORM
0.047142857,0.073571429,0.095,0.290714286,0.887024471,1.301509752,1.299327301,0.589645286,0.598571429,0.061428571,0.335,0.005,0.465,-0.159383401,0.246127365,0,0,0,0,8.944285714,0,0,0,0,0,HBase
0.047142857,0.073571429,0.095,0.290714286,0.887024471,1.301509752,1.299327301,0.589645286,0.598571429,0.061428571,0.335,0.005,0.465,-0.159383401,0.246127365,0,0,0,0,20.87,0,0,0,0,0,HBase
0,0,0,1,1.1253722,1.7431877,1.8694013,0.6693,1,0,0,0,0,-0.4986,0,0,0,0,0,2,0,0,0,0,0,Hadoop Common
0.142857143,0.071428571,0.357142857,0.785714286,1.033844011,1.544401929,1.536992771,0.243421429,0.357142857,0,0.642857143,0,0.857142857,-0.0008,0.182733333,0,0,0,0,40.38961039,0,0,0,0,0,Hadoop Common
0,0.068181818,0.079545455,0.375,0.831676117,1.216933645,1.232676246,0.618251136,0.647727273,0.068181818,0.284090909,0,0.511363636,-0.1976,0.191441026,0,0,1,0,21.30947826,1,0,0,1,0,Hadoop HDFS
0,0,0,0,1.2625,1.475,1.54,1,1,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,OFBiz
0,0.25,0,0.25,0.97161361,1.395147475,1.4321023,0.493214288,0.75,0,0.25,0,0.25,-0.28125,0.171875,0,0,0,0,33,0,0,0,0,0,Hibernate ORM
0.03640416,0.076523031,0.121842496,0.180534918,0.982243977,1.462745702,1.44369773,0.630992348,0.696136701,0.041604755,0.258543834,0.00371471,0.506686478,-0.159648899,0.254508529,3,0,2,3,22.09803005,0,0,0,0,0,Hadoop Common
0.020310633,0.051373955,0.050179211,0.278375149,1.117981433,1.707502974,1.695913342,0.50003417,0.493428913,0.086021505,0.41218638,0.008363202,0.444444444,-0.180788148,0.231516402,0,0,17,0,124.3880069,1,0,0,1,0,OFBiz
0,0.052631579,0.105263158,0.315789474,0.827930901,1.237512671,1.255575017,0.558521053,0.263157895,0.052631579,0.684210526,0,0.578947368,0,0.261342857,0,0,3,0,6.163003663,1,0,0,1,0,OFBiz
0,0,0,0,1.183077,1.696923,1.7746154,0,0,1,0,0,0,0,0.5,0,0,0,0,21,0,0,0,1,0,OFBiz
0,0,0,0,1.08,1.6066667,1.63,0.75,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,OFBiz
0.019455253,0.077821012,0.178988327,0.346303502,1.060787928,1.562417718,1.563263531,0.549685603,0.509727626,0.06614786,0.416342412,0.007782101,0.60311284,-0.087820408,0.247838411,0,0,0,1,4.112840467,0,0,0,0,0,HBase
0.018018018,0.144144144,0.063063063,0.162162162,0.906070924,1.403105189,1.37296089,0.680810811,0.594594595,0.018018018,0.387387387,0,0.567567568,-0.132072222,0.19459,0,0,7,0,54.12978962,0,0,0,0,0,OFBiz
0,0,0,0,0.879802,1.2319802,1.1841584,0.75,1,0,0,0,0,0,0.0841,0,0,0,0,54,0,0,0,0,0,Hadoop Common
0.057692308,0.057692308,0.076923077,0.884615385,0.922001957,1.370947709,1.363801805,0.557390385,0.557692308,0.038461538,0.403846154,0,0.519230769,-0.188533333,0.149694286,0,0,2,0,78.37934576,1,0,0,1,0,Hadoop Common
0,0,0,0.5,1.338409085,2.21218185,2.066,0.625,1,0,0,0,0.5,0,0.375,0,0,0,0,29,1,0,0,1,0,OFBiz
0,0.210526316,0,0.157894737,0.794950054,1.244507681,1.214105955,0.516405263,0.315789474,0.157894737,0.526315789,0,0.526315789,-0.067925,0.215921429,0,0,1,0,12.84210526,0,0,0,0,0,OFBiz
0,0,0,0.083333333,1.010662073,1.404491086,1.437361097,0.551736111,0.583333333,0.083333333,0.333333333,0,0.666666667,0,0.165972223,1,0,0,1,45.5,0,0,0,0,0,Hibernate ORM
0.043478261,0,0.173913043,0.304347826,0.893296845,1.368429976,1.370296287,0.703404348,0.52173913,0,0.47826087,0,0.391304348,-0.12434,0.11145,0,0,6,0,71.65631983,0,0,0,0,0,OFBiz
0,0,0,0,0.785929452,1.1700297,1.23119188,0.66666,1,0,0,0,0.2,-0.2719,0.6,0,0,0,0,1.4,0,0,0,0,0,Camel
0,0,0,0.3,1.218443133,1.66260539,1.6654176,0.45518,0.3,0,0.7,0,0.5,-0.125,0.0936,0,0,3,0,39.35,0,0,0,0,0,OFBiz
0,0.333333333,0,0.333333333,0.88566535,1.388523367,1.374840467,0.756933333,0.333333333,0,0.666666667,0,0.666666667,0,0.375,0,0,3,0,27,0,0,0,0,0,OFBiz
0.023648649,0.023648649,0.14527027,0.236486486,1.00687746,1.533436923,1.512618881,0.546977027,0.618243243,0.131756757,0.246621622,0.003378378,0.510135135,-0.101654,0.224453012,0,0,0,0,86.26751206,0,0,0,0,0,Cassandra
0.018867925,0.323450135,0.223719677,0.32884097,0.994168733,1.548673247,1.505640396,0.614574933,0.614555256,0.035040431,0.350404313,0,0.684636119,-0.116001923,0.215180083,0,0,0,0,72.73161831,0,0,0,0,0,Hadoop Common
0,0,0,0,1.1413889,1.5486112,1.5763888,0.4318,0,0,1,0,0,-0.1,0,0,0,1,0,6,0,0,0,0,0,OFBiz
0.027522936,0.137614679,0.036697248,0.431192661,0.941985771,1.402162011,1.414634993,0.458056881,0.422018349,0.036697248,0.541284404,0,0.614678899,-0.084457143,0.208709677,0,0,0,0,142.5737213,0,0,0,0,0,OFBiz
0,0,0,0,0.810612651,1.298158522,1.262348806,0.461372727,0.545454545,0.272727273,0.181818182,0,0.454545455,-0.05,0.35835,0,0,6,0,27.43766234,1,0,0,1,0,OFBiz
0.026041667,0.057291667,0.072916667,0.088541667,1.047963932,1.535871205,1.565461775,0.779240625,0.8125,0.026041667,0.15625,0.005208333,0.260416667,-0.166397674,0.238368116,0,0,0,0,36.38345622,0,1,1,1,0,Hadoop Common
0,0,0,0,1.4975,2.8625,2.8375,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,Hibernate ORM
0.020408163,0.119897959,0.107142857,0.260204082,0.900440526,1.375471346,1.375400538,0.509560714,0.596938776,0.06377551,0.334183673,0.005102041,0.530612245,-0.150102778,0.244026168,5,0,7,0,34.78094413,0,0,0,0,0,OFBiz
0.01687389,0.11634103,0.170515098,0.209591474,1.015214255,1.528447926,1.525152943,0.526187478,0.607460036,0.035523979,0.354351687,0.002664298,0.625222025,-0.169203797,0.242146552,0,0,0,0,20.57371226,0,0,0,1,0,Hadoop HDFS
0,0.092592593,0.074074074,0.148148148,0.974418137,1.428915903,1.438116004,0.44449194,0.685185185,0,0.314814815,0,0.425925926,-0.183928571,0.282036497,3,0,0,3,39.61499342,0,1,1,1,0,Hibernate ORM
0,1,0,0,0.78243697,1.1820168,1.2120168,0.6736,0,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,OFBiz
0,0,0,0.333333333,1.1667486,1.4812808,1.5429802,0.625933333,1,0,0,0,0.666666667,-0.0329,0.02,0,0,5,0,51.33333333,0,0,0,0,0,OFBiz
0.025316456,0.084388186,0.08649789,0.276371308,0.993409765,1.481010116,1.488785056,0.564377004,0.578059072,0.037974684,0.383966245,0,0.594936709,-0.144354321,0.179706375,5,1,0,1,125.1525054,0,1,1,1,0,HBase
0.037037037,0.111111111,0.074074074,0.296296296,1.076809859,1.570083563,1.563156634,0.555066667,0.592592593,0.074074074,0.333333333,0,0.666666667,-0.25718,0.248286667,0,0,4,0,75.97222222,0,0,0,0,0,OFBiz
0.02811245,0.020080321,0.044176707,0.37751004,0.952544933,1.412727753,1.42690663,0.4626571,0.522088353,0.040160643,0.437751004,0,0.409638554,-0.12655579,0.174937355,2,0,0,0,11.43823769,0,1,1,1,0,Wicket
0,0,0.022321429,0.162946429,1.035237269,1.554472239,1.537327641,0.475783259,0.553571429,0.037946429,0.40625,0.002232143,0.517857143,-0.166638636,0.295661134,0,0,0,0,40.48203707,0,0,0,0,0,ZooKeeper
0,0,0.064516129,0.225806452,0.790596416,1.146833863,1.159359103,0.688087097,0.64516129,0.032258065,0.322580645,0,0.451612903,-0.22685,0.17066875,0,0,0,0,52.09677419,0,0,0,0,0,OFBiz
0,0,0,0.666666667,1.4420303,2.360515233,2.220757567,0.458333333,1,0,0,0,0.333333333,-0.5,0.475,0,0,1,0,30.66666667,0,0,0,0,0,OFBiz
0.018181818,0.120454545,0.054545455,0.265909091,0.924626292,1.361949599,1.365859327,0.566745909,0.604545455,0.054545455,0.334090909,0.006818182,0.431818182,-0.182336207,0.215466968,0,0,0,0,59.51590909,0,0,0,0,0,Camel
0.017391304,0.074782609,0.03826087,0.126956522,0.921937681,1.329410744,1.332129633,0.62504381,0.667826087,0.085217391,0.246956522,0,0.379130435,-0.183028867,0.210175349,0,0,0,0,23.20842479,0,0,0,0,0,Wicket
0.015873016,0.176587302,0.16765873,0.16468254,1.180979858,1.772290737,1.753282626,0.662965873,0.648809524,0.0625,0.288690476,0,0.574404762,-0.18892619,0.239593497,4,0,0,0,26.68137822,0,1,1,1,0,Hive
0.01625,0.16125,0.09625,0.29375,0.861444242,1.265151008,1.270381913,0.578136875,0.6875,0.04875,0.26125,0.0025,0.48,-0.172066265,0.226603044,0,0,0,0,69.6371568,0,0,0,0,0,Hadoop Common
0,0.045454545,0.136363636,0.363636364,0.981381675,1.464030423,1.467073986,0.401277273,0.454545455,0.045454545,0.5,0,0.727272727,-0.133933333,0.195963636,0,0,0,0,90.94198565,0,0,0,0,0,Hadoop Common
0.021838497,0.044692737,0.067546978,0.2468258,1.036457828,1.536291222,1.533831034,0.567133418,0.623158964,0.049263586,0.324530218,0.003047232,0.405281869,-0.16321954,0.216081517,0,0,0,0,67.86693753,0,0,0,0,0,HBase
0.034482759,0.379310345,0.24137931,0.724137931,1.162205284,1.727910548,1.756236552,0.464124138,0.310344828,0.103448276,0.586206897,0,0.586206897,-0.10744,0.163714286,0,0,4,0,20.66666667,1,0,0,1,0,OFBiz
0,0,0,0.25,1.191932815,1.678732383,1.70796255,0.350325,0.5,0,0.5,0,0.5,0,0.4108,0,0,0,0,55.25,0,0,0,0,0,OFBiz
0.018181818,0.120454545,0.054545455,0.265909091,0.924626292,1.361949599,1.365859327,0.566745909,0.604545455,0.054545455,0.334090909,0.006818182,0.431818182,-0.182336207,0.215466968,0,0,0,0,14.17045455,0,0,0,0,0,Camel
0,0.004784689,0.014354067,0.162679426,0.887311418,1.354635318,1.325662024,0.622983732,0.564593301,0.081339713,0.354066986,0,0.631578947,-0.167488,0.26124955,0,0,0,0,91.11774532,0,0,0,0,0,ZooKeeper
0.070175439,0.140350877,0.210526316,0.596491228,0.904371856,1.308154864,1.308984992,0.434319298,0.385964912,0.052631579,0.543859649,0.01754386,0.701754386,-0.106709091,0.148021053,0,0,2,0,55.71291866,0,0,0,0,0,Hadoop Common
0.020080321,0.110441767,0.108433735,0.186746988,0.916523095,1.362751713,1.337463927,0.656952008,0.763052209,0.058232932,0.176706827,0.002008032,0.485943775,-0.193324691,0.273852212,0,0,0,0,26.66064257,0,0,0,0,0,Hadoop Common
0.023565574,0.077868852,0.18442623,0.275614754,0.974752858,1.442461826,1.44902452,0.580506045,0.588114754,0.053278689,0.356557377,0.00204918,0.506147541,-0.133783898,0.200295009,1,0,0,0,7.359029035,0,1,1,1,0,HBase
0,0.117647059,0.176470588,0.294117647,1.028281118,1.551019438,1.527725859,0.393270588,0.705882353,0,0.294117647,0,0.352941176,-0.113833333,0.3416625,0,0,1,0,2,1,0,0,1,0,Hadoop Common
0,0,0.02,0.11,1.187179261,1.766527702,1.774670817,0.548337333,0.636666667,0.023333333,0.336666667,0.003333333,0.46,-0.128002778,0.340529586,3,0,0,0,11.73990507,0,1,1,1,0,ZooKeeper
0.015669516,0.105413105,0.074074074,0.344729345,0.872141273,1.307919277,1.301403333,0.566865812,0.571225071,0.051282051,0.374643875,0.002849003,0.582621083,-0.180315702,0.210710444,0,0,0,0,88.39830027,0,0,0,0,0,HBase
0,0,0,1,1.295873,1.6587619,1.6721904,0.75,1,0,0,0,0,-0.14583333,0,0,0,0,0,18,0,0,0,0,0,Hibernate ORM
0.083333333,0.083333333,0.083333333,0.416666667,0.933283638,1.425751275,1.412867258,0.489141667,0.416666667,0.083333333,0.5,0,0.583333333,-0.0134,0.148214286,0,0,2,0,85.65909091,0,0,0,0,0,OFBiz
0,0.2,0.2,0.2,1.34245298,2.19874304,2.1845817,0.31852,0.2,0,0.6,0.2,0.8,0,0.30006,0,0,0,0,67.2,0,0,0,0,0,OFBiz
0,0.166666667,0.083333333,0.375,0.967909602,1.473431185,1.46188149,0.556170833,0.5,0,0.5,0,0.458333333,-0.137575,0.18915,0,0,2,0,38.64035088,0,0,0,0,0,OFBiz
0,0.004784689,0.014354067,0.162679426,0.887311418,1.354635318,1.325662024,0.622983732,0.564593301,0.081339713,0.354066986,0,0.631578947,-0.167488,0.26124955,0,0,0,0,58.58186015,0,0,0,0,0,ZooKeeper
0,0.123076923,0.030769231,0.184615385,0.902230507,1.344925248,1.326448297,0.64002,0.738461538,0.046153846,0.215384615,0,0.384615385,-0.157628571,0.187143333,0,0,0,0,50.04444444,0,0,0,0,0,Hadoop Common
0.017699115,0.079646018,0.03539823,0.287610619,1.04058268,1.5090952,1.516370007,0.531293304,0.619469027,0.066371681,0.309734513,0.004424779,0.513274336,-0.177713633,0.267333966,0,0,0,0,50.25663717,0,0,0,0,0,Wicket
0.017563956,0.021382207,0.045819015,0.239022528,0.778850338,1.13433825,1.133261619,0.594857847,0.711340206,0.043528064,0.241313478,0.003818251,0.202749141,-0.170933595,0.224683072,7,0,0,0,50.8928664,0,1,1,1,0,Cassandra
0,0.052631579,0,0.157894737,1.363518977,2.058014126,2.053953037,0.8295,0.947368421,0.052631579,0,0,0.157894737,-0.386685714,0.206666667,0,0,2,0,25.05263158,0,0,0,0,0,OFBiz
0,0,0,0.5,1.106862293,1.55998935,1.52690935,0.69445,0.5,0.25,0.25,0,0.25,0,0.2131,0,0,0,0,5,1,0,0,1,0,Hadoop Common
0.032,0.184,0.128,0.192,0.943986682,1.365805677,1.36721514,0.522207221,0.64,0.096,0.264,0,0.576,-0.213414118,0.247061039,1,0,0,0,31.68157043,0,1,1,1,0,Hibernate ORM
0,0.25862069,0,0.086206897,0.666887141,1.0293333,1.025111638,0.80355,0.879310345,0.017241379,0.103448276,0,0.5,-0.0982,0.185148276,0,0,0,0,78.6951567,0,0,0,0,0,OFBiz
0,0,0,0.2,1.098855106,1.53871148,1.56692866,0.601157088,0.6,0,0.4,0,0.6,-0.065104168,0.15625,0,0,0,0,26.4,0,0,0,0,0,Hibernate ORM
0.069767442,0.046511628,0.023255814,0.441860465,1.011275815,1.507758191,1.511273357,0.406223256,0.488372093,0.069767442,0.418604651,0.023255814,0.627906977,-0.08542,0.17753871,0,0,3,0,109.9833216,0,0,0,0,0,OFBiz
0.043478261,0.086956522,0.086956522,0.304347826,0.860785762,1.312896848,1.292507022,0.365904348,0.47826087,0,0.52173913,0,0.565217391,-0.1458,0.19435,0,0,3,0,12.82222222,1,0,0,1,0,Hadoop Common
0,0,0,0.375,0.993600911,1.406547502,1.450081325,0.57056875,0.625,0,0.375,0,0.5625,-0.17095,0.1869875,0,0,0,0,20.3125,0,0,0,0,0,Hadoop HDFS
0,0,0,0.25,0.848429825,1.387861397,1.349296778,0.787625,1,0,0,0,0.25,-0.166666667,0.1875,0,0,0,0,43.33333333,0,0,0,0,0,OFBiz
0.009174312,0.009174312,0.064220183,0.133027523,0.959193617,1.44781308,1.424880037,0.605883945,0.669724771,0.027522936,0.302752294,0,0.165137615,-0.209736585,0.263118269,0,0,0,0,2.914616363,0,1,1,1,0,Cassandra
0.031473534,0.015736767,0.042918455,0.291845494,0.97077939,1.449316607,1.45470545,0.494507377,0.52360515,0.054363376,0.422031474,0,0.394849785,-0.153939347,0.200296251,10,2,0,1,115.6169618,0,0,0,0,0,Wicket
0,0.5,0.25,0.75,1.092455603,1.49306664,1.549244425,0.6875,1,0,0,0,0.5,-0.325,0.6,0,0,0,0,54,0,0,0,0,0,OFBiz
0,0,0,0,0.9249254,1.3370149,1.3444777,0.625,1,0,0,0,0,0,0.0699,0,0,4,0,16,0,0,0,0,0,OFBiz
0,0,0.153846154,0.307692308,1.213125641,1.697336108,1.737305446,0.554887218,0.769230769,0,0.230769231,0,0.230769231,-0.15909091,0.128125001,0,0,0,0,24.76923077,0,0,0,0,0,Hibernate ORM
0,0.2,0,0.2,0.863862848,1.2216499,1.200497886,0.68126,0.6,0,0.4,0,0.2,-0.125,0.1146,0,0,0,0,31.6,0,0,0,0,0,OFBiz
0.028481013,0.094936709,0.12278481,0.230379747,1.000220449,1.479910003,1.499255079,0.593451329,0.679746835,0.05,0.26835443,0.001898734,0.59556962,-0.154180545,0.253914336,4,0,0,0,13.39646064,0,1,1,1,0,HBase
0,0,0.25,0.25,1.048466813,1.534652543,1.542348585,0.69695,0.75,0,0.25,0,0.5,-0.1,0.0895,0,0,2,0,4,1,0,0,1,0,OFBiz
0.046189376,0.092378753,0.046189376,0.219399538,1.000606402,1.485861558,1.515117138,0.689651039,0.616628176,0.043879908,0.33256351,0.006928406,0.505773672,-0.167569136,0.220778495,0,0,0,0,46.34421426,0,0,0,0,0,HBase
0.027522936,0.23853211,0.091743119,0.330275229,0.834948394,1.210700341,1.225990193,0.586566972,0.76146789,0.027522936,0.211009174,0,0.577981651,-0.182697059,0.241685714,0,0,5,0,69.73723759,0,0,0,0,0,Hadoop Common
0.007633588,0.145038168,0.06870229,0.282442748,0.903453233,1.347039038,1.345791988,0.613467939,0.595419847,0.015267176,0.389312977,0,0.610687023,-0.1121625,0.188426389,0,0,0,0,80.58778626,0,0,0,0,0,Camel
0,0.166666667,0.083333333,0.375,0.967909602,1.473431185,1.46188149,0.556170833,0.5,0,0.5,0,0.458333333,-0.137575,0.18915,0,0,0,0,5.057017544,0,0,0,0,0,OFBiz
0.01438252,0.219056839,0.093762965,0.299543632,0.882180764,1.307972025,1.325325674,0.606786669,0.654266353,0.056423731,0.280874015,0.008435901,0.382934587,-0.158823545,0.210085432,28,0,28,0,118.044441,1,1,1,1,0,OFBiz
0,0.083333333,0,0.083333333,0.799062283,1.115088097,1.073966107,0.895833333,0.916666667,0.083333333,0,0,0.083333333,-0.125,0.3333,0,0,0,0,36.16666667,0,0,0,0,0,OFBiz
0,0.05,0,0,0.562257315,0.874135329,0.844889006,0.816345,1,0,0,0,0.35,-0.08255,0.161028571,0,0,0,0,12.2,0,0,0,0,0,Hadoop Common
0,1,0,0,1.2091429,2.0231428,1.9768572,0.083333336,1,0,0,0,1,-0.05,0,0,0,0,0,27,0,0,0,0,0,Hibernate ORM
0,0,0,0,1.938,2.9060001,3.082,1,1,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,OFBiz
0.023751523,0.076735688,0.114494519,0.351400731,0.973594931,1.43257353,1.430815389,0.527264129,0.593788063,0.037758831,0.364799026,0.00365408,0.543848965,-0.14485289,0.21166974,7,0,14,0,127.8621593,1,1,1,1,0,Hadoop Common
0,1,0,0,0.78243697,1.1820168,1.2120168,0.6736,0,1,0,0,1,0,0,0,0,0,0,88,0,0,0,0,0,OFBiz
0,0.25,0,0.027777778,0.786573676,1.182812706,1.204496768,0.790929167,0.680555556,0.069444444,0.25,0,0.402777778,-0.072029412,0.209889744,0,0,3,0,41.94117647,0,0,0,0,0,OFBiz
0.011235955,0.112359551,0.056179775,0.292134831,0.932775636,1.381807557,1.38185307,0.644958427,0.606741573,0.02247191,0.370786517,0,0.629213483,-0.136523529,0.174947917,0,0,0,0,3.602564103,0,1,1,1,0,Camel
0.03640416,0.076523031,0.121842496,0.180534918,0.982243977,1.462745702,1.44369773,0.630992348,0.696136701,0.041604755,0.258543834,0.00371471,0.506686478,-0.159648899,0.254508529,3,0,2,2,38.73993198,0,1,1,1,0,Hadoop Common
0,0,0.153846154,0.307692308,1.213125641,1.697336108,1.737305446,0.554887218,0.769230769,0,0.230769231,0,0.230769231,-0.15909091,0.128125001,0,0,0,0,46,0,0,0,0,0,Hibernate ORM
0,0,0,0.230769231,1.361782615,2.000573535,2.063669315,0.6905,0.846153846,0,0.153846154,0,0.307692308,-0.1334,0.2001,0,0,11,0,16.73095238,1,0,0,1,0,OFBiz
0,0,0,0,0.942724365,1.65744395,1.4970513,0.7875,1,0,0,0,0.25,-0.1667,0,0,0,0,0,16.5,0,0,0,0,0,Hadoop Common
0.025104603,0.054393305,0.083682008,0.322175732,0.985576493,1.409356964,1.438459597,0.512403712,0.656903766,0.058577406,0.263598326,0.020920502,0.460251046,-0.166732545,0.198603455,10,1,0,1,101.6949018,0,0,0,0,0,Hibernate ORM
0.00764526,0.605504587,0.068807339,0.145259939,0.683687606,1.040769753,1.053650829,0.684216667,0.675840979,0.108562691,0.212538226,0.003058104,0.659021407,-0.150591111,0.22146,11,0,19,0,128.7583747,1,0,0,1,0,OFBiz
0.025104603,0.054393305,0.083682008,0.322175732,0.985576493,1.409356964,1.438459597,0.512403712,0.656903766,0.058577406,0.263598326,0.020920502,0.460251046,-0.166732545,0.198603455,10,1,0,1,113.7618474,0,0,0,0,0,Hibernate ORM
0,0,0,0.033333333,0.833185063,1.225615109,1.222079609,0.75571,0.733333333,0.1,0.166666667,0,0.333333333,-0.163333333,0.22921,0,0,0,0,15.6,0,0,0,0,0,Hadoop Common
0,0.333333333,0,0.333333333,0.859615367,1.267649567,1.285564067,0.356466667,0,0.333333333,0.666666667,0,0.666666667,0,0.12655,0,0,1,0,52.66666667,0,0,0,0,0,Hadoop Common
0,0,0,0,0.92544118,1.45477945,1.36558825,0.875,1,0,0,0,1,0,0.1364,0,0,1,0,13.5,0,0,0,0,0,OFBiz
0.015503876,0.062015504,0.069767442,0.224806202,1.060219873,1.555654887,1.565197848,0.481622481,0.689922481,0.03875969,0.263565891,0.007751938,0.581395349,-0.243985,0.20610137,0,0,0,0,49.97674419,0,0,0,0,0,Hive
0,0.2,0,0.2,0.863862848,1.2216499,1.200497886,0.68126,0.6,0,0.4,0,0.2,-0.125,0.1146,0,0,2,0,28,0,0,0,0,0,OFBiz
0.25,0.125,0,0.375,1.202498083,1.744573863,1.697774813,0.61705,0.375,0.125,0.5,0,0.375,-0.0346,0.17254,0,0,2,0,119,0,0,0,0,0,Hadoop Common
0.020465773,0.101623147,0.131968948,0.259703599,0.924643721,1.368887648,1.366923532,0.549620819,0.606210303,0.043754411,0.347212421,0.002822865,0.609033169,-0.164023137,0.235392598,2,0,0,0,11.65335017,0,1,1,1,0,HBase
0,0,0.142857143,0.714285714,1.065410007,1.550403357,1.623817814,0.4486,0.428571429,0,0.571428571,0,0.714285714,-0.1648,0.0667,0,0,4,0,78.8,0,0,0,0,0,OFBiz
0,0,0,0.333333333,0.609812437,0.925050453,0.9107143,0.708333333,0.666666667,0,0.333333333,0,0,-0.5,0.1333,0,0,0,0,1.666666667,0,0,0,0,0,Hadoop HDFS
0.056034483,0.129310345,0.0625,0.381465517,1.009854754,1.494951263,1.495158669,0.507756681,0.465517241,0.084051724,0.448275862,0.002155172,0.566810345,-0.1211,0.193681071,0,0,0,0,83.16912453,1,1,0,1,0,Hadoop Common
0,0,0,0,1.4833332,1.9499999,1.89,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Hibernate ORM
0.016891892,0.22972973,0.202702703,0.418918919,0.918009639,1.382781682,1.365291775,0.622974324,0.621621622,0.02027027,0.35472973,0.003378378,0.611486486,-0.166207692,0.251601099,0,0,2,0,13.16352131,1,0,0,1,0,Hadoop Common
0,0.123287671,0.068493151,0.136986301,0.939466791,1.383250203,1.425967411,0.615872603,0.643835616,0.01369863,0.328767123,0.01369863,0.506849315,-0.1551,0.205303448,1,0,0,0,54.44220461,0,0,0,0,0,Camel
0,0.259259259,0.024691358,0.148148148,0.955806521,1.38599893,1.410192832,0.657611111,0.469135802,0.209876543,0.320987654,0,0.716049383,-0.09032,0.174503922,0,0,9,0,66.39387283,0,0,0,0,0,OFBiz
0,0.090909091,0.090909091,0.545454545,1.060518204,1.625679673,1.623388755,0.639363636,0.727272727,0,0.272727273,0,0.363636364,-0.1,0.237525,0,0,2,0,76.10064935,1,0,0,1,0,Hadoop Common
0,0.142857143,0.017857143,0.125,0.917511185,1.349151491,1.329734281,0.756448214,0.696428571,0.071428571,0.232142857,0,0.553571429,-0.226422222,0.225554545,0,0,0,0,43.34448052,0,0,0,0,0,Hadoop Common
0,0.8,0,0.4,1.050016988,1.69464358,1.63012642,0.68914,0.2,0,0.8,0,0.8,-0.0774,0.189825,0,0,1,0,46.8,0,0,0,0,0,OFBiz
0,0.123287671,0.068493151,0.136986301,0.939466791,1.383250203,1.425967411,0.615872603,0.643835616,0.01369863,0.328767123,0.01369863,0.506849315,-0.1551,0.205303448,0,0,0,0,31.14083475,0,0,0,0,0,Camel
0,0.37037037,0,0.037037037,0.891857159,1.253031908,1.284940089,0.884348148,0.962962963,0,0.037037037,0,0.37037037,-0.0875,0.240366667,0,0,2,0,17.66666667,0,0,0,0,0,OFBiz
0,0,0,0,1.1561538,1.5958974,1.8107692,0.6666667,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,Hibernate ORM
0,0.166666667,0,0.333333333,1.1042124,1.700265812,1.684025695,0.4333,1,0,0,0,0.166666667,-0.25,0.089766667,0,0,1,0,73.66666667,0,0,0,0,0,Hadoop Common
0,1,0,0,1.2091429,2.0231428,1.9768572,0.083333336,1,0,0,0,1,-0.05,0,0,0,0,0,54,0,0,0,0,0,Hibernate ORM
0,0,0,0.5,1.191663725,1.58586465,1.5920602,0.4642857,0.5,0,0.5,0,0,0,0.25,0,0,0,0,44,0,0,0,0,0,Hibernate ORM
0,0.264705882,0.058823529,0.176470588,1.00072857,1.422203953,1.449498796,0.604408824,0.676470588,0.088235294,0.205882353,0.029411765,0.294117647,-0.141666667,0.211525,0,0,0,0,66.70588235,0,0,0,0,0,OFBiz
0,0.392857143,0.107142857,0.178571429,0.820852633,1.201171878,1.190506186,0.5907,0.75,0.071428571,0.178571429,0,0.535714286,-0.173575,0.242215,0,0,0,0,40.87429194,0,0,0,0,0,OFBiz
0,0,0.3125,0.3125,1.145951224,1.661281569,1.648999242,0.2752125,0.5,0,0.5,0,0.4375,-0.045,0.224092308,0,0,0,0,26,1,0,0,1,0,Hadoop Common
