ANG,LOV,JOY,SAD,ARO,VAL,DOM,MOD,IND,IMP,CON,SUB,POL,NEG,POS,EXP_COR,EXP_SPO,EXP_BN,EXP_QUIT,EXP_SEN,radioSilence,missingLinks,orgSilo,smelly,quitter,project
0,0,0,0.3,0.767436942,1.20603147,1.19475782,0.45405,0.7,0,0.3,0,0.5,-0.1,0.16042,0,0,0,0,0,1,0,0,1,0,Hadoop Common
0.04,0.08,0.2,0.16,0.946081016,1.473302256,1.409946967,0.634488,0.64,0.08,0.2,0.08,0.44,-0.03465,0.237818182,0,0,0,1,28.8,0,0,0,0,0,Hadoop Common
0.003853565,0.05973025,0.069364162,0.100192678,0.704865236,1.125620305,1.061331984,0.73409711,0.80539499,0.030828516,0.161849711,0.001926782,0.429672447,-0.172173333,0.234464706,2,1,0,0,12.95026782,0,0,0,0,0,Hive
0.117647059,0.058823529,0.058823529,0.647058824,1.025191114,1.506276933,1.45453754,0.488405882,0.294117647,0,0.705882353,0,0.529411765,-0.1075,0.132961538,0,0,0,0,0,1,0,0,1,0,Hadoop HDFS
0,0.083333333,0,0.083333333,0.799062283,1.115088097,1.073966107,0.895833333,0.916666667,0.083333333,0,0,0.083333333,-0.125,0.3333,0,0,1,0,5.833333333,0,0,0,0,0,OFBiz
0,0,0,0.25,1.214202375,1.68404645,1.7446286,0.515625,0.75,0.25,0,0,0.5,-0.05,0.4,0,0,0,0,7,0,0,0,0,0,Hibernate ORM
0,0.4,0.2,0,0.71377342,1.05779007,1.0364344,0.58154,0.2,0.2,0.6,0,0.8,0,0.244525,0,0,0,0,21.6,0,0,0,0,0,Hadoop Common
0,0.176470588,0.137254902,0.294117647,0.785992276,1.180468752,1.171717729,0.563343137,0.509803922,0.058823529,0.431372549,0,0.431372549,-0.155961538,0.171284,0,0,0,0,2.580645161,1,0,0,1,0,Hadoop Common
0,0,0.064516129,0.225806452,0.790596416,1.146833863,1.159359103,0.688087097,0.64516129,0.032258065,0.322580645,0,0.451612903,-0.22685,0.17066875,0,0,0,0,60.32258065,0,0,0,0,0,OFBiz
0,0.062130178,0.017751479,0.142011834,1.017339204,1.335087695,1.386003123,0.709997535,0.517751479,0.301775148,0.174556213,0.00591716,0.573964497,-0.18852674,0.185217903,3,0,0,0,7.736055676,0,1,1,1,0,Hibernate ORM
0,0.5,0.25,0.75,1.092455603,1.49306664,1.549244425,0.6875,1,0,0,0,0.5,-0.325,0.6,0,0,0,0,18,0,0,0,0,0,OFBiz
0.070484581,0.049559471,0.139867841,0.63215859,0.97728333,1.490470226,1.471390277,0.497824449,0.440528634,0.04845815,0.503303965,0.007709251,0.386563877,-0.118952083,0.175418739,0,0,0,0,5.140600316,0,1,1,1,0,Cassandra
0.010869565,0.141304348,0.108695652,0.380434783,1.028746483,1.552220332,1.514126575,0.532295652,0.630434783,0.043478261,0.315217391,0.010869565,0.619565217,-0.118229412,0.221237288,0,0,0,0,0,1,0,0,1,0,Hadoop Common
0.014563107,0.121359223,0.140776699,0.281553398,0.979781194,1.499413148,1.492035512,0.651801456,0.558252427,0.053398058,0.388349515,0,0.650485437,-0.180377143,0.230828333,0,0,0,0,0,1,0,0,1,0,OFBiz
0,0.19047619,0.142857143,0.53968254,1.055331845,1.539352415,1.560317817,0.513593651,0.476190476,0.015873016,0.507936508,0,0.698412698,-0.141825,0.195336538,0,0,8,0,97.24802169,0,0,0,0,0,OFBiz
0,0,0,0,2.76285715,4.1489286,3.92535715,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OFBiz
0,0.243243243,0.081081081,0.148648649,0.936662773,1.397897996,1.404960464,0.725104054,0.594594595,0.108108108,0.283783784,0.013513514,0.540540541,-0.12615,0.197293617,0,0,3,0,13.01475836,1,0,0,1,0,OFBiz
0.037037037,0.111111111,0.074074074,0.296296296,1.076809859,1.570083563,1.563156634,0.555066667,0.592592593,0.074074074,0.333333333,0,0.666666667,-0.25718,0.248286667,0,0,4,0,49.08333333,0,0,0,0,0,OFBiz
0.00931677,0.01552795,0.049689441,0.096273292,0.921393081,1.369048088,1.339669989,0.814497516,0.838509317,0.01552795,0.133540373,0.01242236,0.279503106,-0.16986875,0.205168644,0,0,0,0,25.87410714,0,0,0,0,0,Hadoop HDFS
0,0,0,0.2,0.76150324,1.11393478,1.11501076,0.65314,0.8,0,0.2,0,0.4,-0.1068,0.32215,0,0,1,0,27,0,0,0,0,0,OFBiz
0.031578947,0.031578947,0.094736842,0.515789474,0.971493079,1.372616075,1.382428235,0.52806,0.505263158,0.084210526,0.410526316,0,0.6,-0.126018519,0.182729545,0,0,2,0,29.05952381,1,0,0,1,0,Hadoop Common
0.043478261,0.304347826,0.086956522,0.173913043,0.662264551,0.921801201,0.942214843,0.60043913,0.608695652,0.086956522,0.304347826,0,0.652173913,-0.35365,0.168629412,0,0,0,0,29.18764302,0,0,0,0,1,HBase
0,0.19047619,0.142857143,0.53968254,1.055331845,1.539352415,1.560317817,0.513593651,0.476190476,0.015873016,0.507936508,0,0.698412698,-0.141825,0.195336538,0,0,8,0,80.81945026,0,0,0,0,0,OFBiz
0,0,0.153846154,0.307692308,1.213125641,1.697336108,1.737305446,0.554887218,0.769230769,0,0.230769231,0,0.230769231,-0.15909091,0.128125001,0,0,0,0,28.30769231,0,0,0,0,0,Hibernate ORM
0,1,0,0,0.78243697,1.1820168,1.2120168,0.6736,0,1,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,OFBiz
0,0,0,0,0.92553574,1.4333929,1.4754465,0.42708334,0,0,1,0,1,0,0.175,0,0,0,0,110,0,0,0,0,0,Hibernate ORM
0,0,0,0,2.165,3.32125,3.2350001,1,1,0,0,0,0,0,0.5929,0,0,0,0,34,0,0,0,0,0,Hadoop Common
0.087633885,0.009737098,0.047711782,0.17721519,0.961456522,1.380523474,1.387618529,0.708057254,0.803310613,0.024342746,0.170399221,0.00194742,0.35248296,-0.182641631,0.234264375,1,0,0,0,65.01156598,0,0,0,0,0,Hadoop Common
0.011612903,0.259354839,0.287741935,0.336774194,0.869813521,1.31907854,1.303463915,0.599511097,0.647741935,0.027096774,0.323870968,0.001290323,0.670967742,-0.151436634,0.282165966,0,0,8,0,120.6035067,1,0,0,1,0,Hadoop Common
0.014573991,0.127802691,0.168161435,0.195067265,1.007229362,1.521184704,1.514849554,0.538991704,0.637892377,0.040358744,0.320627803,0.001121076,0.626681614,-0.171824167,0.250239706,6,1,6,0,25.01075708,1,0,0,1,0,Hadoop HDFS
0,0.166666667,0,0.166666667,1.09132845,1.458988667,1.5208229,0.635492977,0.5,0,0.5,0,0.333333333,-0.14090909,0.171590908,0,0,0,0,30,0,0,0,0,0,Hibernate ORM
0.011904762,0.047619048,0.011904762,0.154761905,0.810669363,1.208848029,1.19497865,0.587952381,0.678571429,0.05952381,0.261904762,0,0.345238095,-0.1092875,0.178096364,0,0,0,0,7.353270671,0,1,1,1,0,Camel
0,0.25,0.166666667,0.166666667,1.547331458,2.502741533,2.571741842,0.782833333,0.25,0.166666667,0.416666667,0.166666667,0.416666667,-0.3281,0.283333333,0,0,5,0,7.55,1,0,0,1,0,Hadoop Common
0,0,0,0.2,0.809948596,1.272618614,1.28803208,0.68182,1,0,0,0,0.2,-0.0083,0.41415,0,0,0,0,0,1,0,0,1,0,Hadoop Common
0,0.283464567,0.078740157,0.094488189,0.880393857,1.330480288,1.331851003,0.693193701,0.724409449,0,0.275590551,0,0.488188976,-0.1248375,0.21622439,0,0,6,0,89.78947323,0,0,0,0,0,OFBiz
0.083333333,0,0.166666667,0.75,1.226199633,1.745010758,1.7555668,0.431616667,0.5,0,0.5,0,0.833333333,-0.11365,0.191314286,0,0,0,1,125.4166667,0,0,0,0,1,Camel
0,0,0,0.25,0.986569525,1.4143819,1.460138675,0.510745625,0.75,0,0.25,0,0.75,-0.14223485,0,0,0,0,0,102,0,0,0,0,0,Hibernate ORM
0.017676768,0.058080808,0.047979798,0.243686869,1.038244043,1.50329361,1.530905624,0.602847601,0.525252525,0.060606061,0.412878788,0.001262626,0.508838384,-0.163516256,0.219512987,0,0,0,0,9.535353535,0,0,0,1,0,HBase
0,0,0,0,0.5872727,0.9157576,0.929697,0.75,1,0,0,0,0,0,0.0733,0,0,0,0,2,0,0,0,0,0,Hadoop Common
0.046189376,0.092378753,0.046189376,0.219399538,1.000606402,1.485861558,1.515117138,0.689651039,0.616628176,0.043879908,0.33256351,0.006928406,0.505773672,-0.167569136,0.220778495,0,0,0,0,10.70911034,0,1,1,1,0,HBase
0,0,0,0,1.307292833,1.841851967,1.901242167,0.65,1,0,0,0,0,0,0.153030305,0,0,0,0,10,0,0,0,0,0,Hibernate ORM
0,0.5,0,0.5,1.2791944,1.87756655,1.9110299,0.5375,1,0,0,0,1,0,0.2375,0,0,0,0,3.5,0,0,0,0,0,OFBiz
0,0,0,0.033333333,0.833185063,1.225615109,1.222079609,0.75571,0.733333333,0.1,0.166666667,0,0.333333333,-0.163333333,0.22921,0,0,0,0,17.33333333,0,0,0,0,0,Hadoop Common
0,0.055555556,0.055555556,0.166666667,0.922199665,1.342980826,1.357417998,0.608272222,0.555555556,0.111111111,0.333333333,0,0.333333333,-0.10415,0.134133333,0,0,0,0,20.14379085,0,0,0,0,0,Hadoop Common
0.013544018,0.020316027,0.06772009,0.216704289,0.931563585,1.375883786,1.374113145,0.495109707,0.60496614,0.038374718,0.356659142,0,0.248306998,-0.163396667,0.223837559,0,0,0,0,25.45550279,0,1,1,1,0,Cassandra
0,0,0,0,1.461428533,2.009761867,1.9553571,0.555555567,1,0,0,0,1,0,0.193560607,0,0,0,0,22,0,0,0,0,0,Hibernate ORM
0,0.5,0,0,0.91664895,1.48661345,1.36574465,0.875,1,0,0,0,0.5,0,0.13142361,0,0,0,0,12,0,0,0,0,0,Hibernate ORM
0,0.259259259,0,0.092592593,0.642752239,0.979020026,0.978197066,0.796714815,0.87037037,0.018518519,0.111111111,0,0.5,-0.0982,0.1859,0,0,3,0,11.3988604,1,0,0,1,0,OFBiz
0,0.2,0,0.2,1.16456606,1.79228336,1.67189582,0.63894,0.8,0,0.2,0,0.4,-0.075,0,0,0,0,0,75.6,0,0,0,0,0,OFBiz
0,0.125,0.041666667,0.208333333,1.013876342,1.495395688,1.510274432,0.512415539,0.541666667,0,0.458333333,0,0.5,-0.187500001,0.260198895,0,0,0,0,31.05434783,0,0,0,0,1,Hibernate ORM
0.054945055,0.120879121,0.153846154,0.549450549,0.969472465,1.412767034,1.388273541,0.524435165,0.450549451,0.054945055,0.483516484,0.010989011,0.582417582,-0.19019375,0.201015789,0,0,2,0,28.75660085,0,0,0,0,0,Hadoop Common
0,0.326530612,0.020408163,0.020408163,0.801160205,1.239846575,1.222596541,0.765236735,0.836734694,0.040816327,0.12244898,0,0.469387755,-0.05905,0.207354839,0,0,0,0,17.43571429,1,0,0,1,0,OFBiz
0,0.1,0.1625,0.275,0.909219581,1.371363428,1.362669548,0.62502125,0.775,0.025,0.1625,0.0375,0.4375,-0.136773333,0.2559675,0,0,0,0,72.25,0,0,0,0,0,Hadoop Common
0,0.2,0.2,0.2,1.34245298,2.19874304,2.1845817,0.31852,0.2,0,0.6,0.2,0.8,0,0.30006,0,0,0,0,0,1,0,0,1,0,OFBiz
0,0.125,0.0625,0.125,0.975299069,1.470868423,1.495279626,0.506123309,0.5625,0,0.4375,0,0.5,-0.155555557,0.200248618,0,0,0,0,0,0,1,1,1,0,Hibernate ORM
0,0,0,0,1.239090275,1.71969565,1.705106625,0.50895,0,0.25,0.75,0,0.5,-0.07655,0.1939,0,0,0,0,17.5,0,0,0,0,0,Camel
0,1,0,0,0.80333334,1.0086666,1.1673334,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hibernate ORM
0.022522523,0.184684685,0.081081081,0.283783784,0.914313525,1.339115306,1.347171421,0.625717117,0.774774775,0.022522523,0.202702703,0,0.567567568,-0.202861404,0.22487191,0,0,0,0,50.54806754,0,0,0,0,0,Hive
0,0,0,0,1.239090275,1.71969565,1.705106625,0.50895,0,0.25,0.75,0,0.5,-0.07655,0.1939,0,0,0,0,5,0,0,0,0,0,Camel
0.020715631,0.252354049,0.084745763,0.237288136,0.998826325,1.513221854,1.523213759,0.519175895,0.457627119,0.199623352,0.331450094,0.011299435,0.612052731,-0.129816038,0.209781404,7,0,10,0,39.4131769,1,0,0,1,0,OFBiz
0.018404908,0.067484663,0.111451943,0.202453988,1.022723544,1.504182462,1.485360877,0.638392638,0.73006135,0.04192229,0.217791411,0.010224949,0.428425358,-0.170120652,0.240338791,0,0,0,0,13.26664543,1,0,0,1,0,Hadoop HDFS
0.020283976,0.277890467,0.249492901,0.255578093,0.936004547,1.438036516,1.426348335,0.585205882,0.584178499,0.044624746,0.367139959,0.004056795,0.663286004,-0.177981944,0.240395376,11,0,0,0,36.92099455,0,1,1,1,0,Camel
0,0.111111111,0.222222222,0.111111111,0.758025969,1.174269752,1.186014224,0.415022222,0.666666667,0,0.222222222,0.111111111,0.444444444,-0.2441,0.18704,0,0,0,0,47.22222222,0,0,0,0,0,Hadoop Common
0,0.024390244,0.097560976,0.390243902,0.921145227,1.334852686,1.304243342,0.563408165,0.463414634,0.073170732,0.414634146,0.048780488,0.463414634,-0.100427827,0.202129138,0,0,0,0,20.65853659,0,0,0,0,0,Wicket
0.068627451,0.098039216,0.31372549,0.411764706,1.186312962,1.759701948,1.763969355,0.337256373,0.338235294,0.073529412,0.588235294,0,0.735294118,-0.165058065,0.203809272,0,0,0,0,44.58823529,0,0,0,0,0,Hadoop Common
0,0.034482759,0,0.172413793,1.013623941,1.461524722,1.445369958,0.603437196,0.517241379,0.034482759,0.448275862,0,0.620689655,-0.198474026,0.252291801,0,0,0,1,32.12896552,0,0,0,0,0,Hibernate ORM
0,0,0,0,0.996544,1.466166,1.484644913,0.480466667,0.333333333,0,0.666666667,0,1,0,0.0875,0,0,0,0,17.33333333,0,0,0,0,0,Hadoop HDFS
0.00990099,0.178217822,0.227722772,0.277227723,1.072317891,1.645128256,1.582925226,0.619254455,0.722772277,0.04950495,0.227722772,0,0.643564356,-0.142942857,0.260113115,1,0,2,0,10.06477341,0,1,1,1,0,Hadoop Common
0.029411765,0.411764706,0.235294118,0.705882353,1.156021272,1.699479291,1.725911979,0.442685294,0.352941176,0.088235294,0.558823529,0,0.588235294,-0.10744,0.1598375,0,0,6,0,137.9896552,0,0,0,0,0,OFBiz
0.023648649,0.023648649,0.14527027,0.236486486,1.00687746,1.533436923,1.512618881,0.546977027,0.618243243,0.131756757,0.246621622,0.003378378,0.510135135,-0.101654,0.224453012,2,0,0,1,39.19994449,0,0,0,0,0,Cassandra
0,1,0,0,0.80333334,1.0086666,1.1673334,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,Hibernate ORM
0.012195122,0.024390244,0.12195122,0.231707317,0.947061537,1.374246702,1.37306535,0.527529268,0.609756098,0.024390244,0.353658537,0.012195122,0.268292683,-0.180894444,0.205248718,0,0,0,0,46.64634146,0,0,0,0,0,Cassandra
0,0,0,0.25,1.191932815,1.678732383,1.70796255,0.350325,0.5,0,0.5,0,0.5,0,0.4108,0,0,0,0,59.5,0,0,0,0,0,OFBiz
0.052631579,0.052631579,0,0.105263158,0.986153626,1.5086938,1.513652558,0.5096,0.421052632,0,0.578947368,0,0.894736842,0,0.179658824,0,0,0,0,20.21052632,0,0,0,0,0,Hadoop Common
0.020310633,0.051373955,0.050179211,0.278375149,1.117981433,1.707502974,1.695913342,0.50003417,0.493428913,0.086021505,0.41218638,0.008363202,0.444444444,-0.180788148,0.231516402,0,0,9,0,87.60664486,1,0,0,1,0,OFBiz
0,0,0,0.25,1.11418314,1.61075665,1.6096312,0.58655,0.5,0,0.5,0,0.5,-0.3958,0,1,0,0,0,20.5,0,0,0,0,0,Hadoop Map/Reduce
0,0,0,0.5,1.338409085,2.21218185,2.066,0.625,1,0,0,0,0.5,0,0.375,0,0,2,0,10,0,0,0,0,0,OFBiz
0,0.5,0,0.5,1.27565475,1.8961011,2.0303274,-0.15,1,0,0,0,1,0,0.321428565,0,0,0,0,60,0,0,0,0,0,Hibernate ORM
0,0.16,0.04,0.24,1.160508378,1.585402874,1.632517988,0.457128,0.64,0,0.36,0,0.6,-0.227083333,0.163823077,0,0,0,0,20.6975,1,0,0,1,0,Hadoop HDFS
0,0.25,0.25,0.5,1.019101093,1.510022456,1.559677575,0.488391667,0.75,0,0.25,0,0.416666667,-0.18335,0.112133333,0,0,3,0,41.16666667,0,0,0,0,0,OFBiz
0,0,0,1,0.706722735,1.05929015,1.0827368,0.3053,0,0,1,0,1,0,0.23,0,0,0,0,40,0,0,0,0,0,OFBiz
0.008968158,0.097541314,0.048266828,0.079504232,0.862144977,1.254771851,1.275351015,0.645239813,0.726823861,0.068319226,0.202539299,0.002317614,0.399536477,-0.167341557,0.225194672,16,0,0,0,85.15888088,0,1,1,1,0,Camel
0.009079118,0.125810636,0.053177691,0.304798962,0.912505264,1.345407808,1.351017654,0.501827108,0.55771725,0.053177691,0.38002594,0.009079118,0.464332036,-0.147274419,0.200059283,3,0,5,0,129.2034633,1,1,1,1,0,OFBiz
0.028930818,0.078616352,0.081132075,0.570440252,0.967848404,1.421060164,1.429749601,0.537529937,0.506289308,0.052201258,0.434591195,0.006918239,0.667924528,-0.142966766,0.203465645,0,0,0,0,100.0735849,0,0,0,1,0,HBase
0,0.75,0,0.5,1.21519875,2.0712852,2.076272375,0.6625,0.5,0,0.5,0,0.75,0,0.1399,0,0,0,0,50.5,0,0,0,0,0,OFBiz
0,0,0,0,3.12,5.275,4.505,1,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,OFBiz
0,0.066666667,0.066666667,0.133333333,0.785507881,1.159417497,1.165009807,0.745,0.4,0.6,0,0,0.133333333,-0.222233333,0.445,0,0,0,0,24.26666667,0,0,0,0,0,OFBiz
0.021413276,0.019271949,0.070663812,0.286937901,1.024785582,1.491462753,1.502381596,0.511269807,0.47751606,0.079229122,0.443254818,0,0.52248394,-0.144912941,0.180307407,4,0,0,1,116.4161637,0,0,0,0,0,HBase
0.000366166,0.002563164,0.01464665,0.081288905,0.973653925,1.434594347,1.436898575,0.572938521,0.627242768,0.060051263,0.308311974,0.004393995,0.526180886,-0.159858741,0.248331498,4,0,0,0,81.48569156,0,1,1,1,0,ZooKeeper
0.006756757,0.02027027,0.027027027,0.087837838,1.092238611,1.572317659,1.622084302,0.740433784,0.695945946,0.027027027,0.27027027,0.006756757,0.310810811,-0.221788235,0.199803922,0,0,0,0,0,0,1,1,1,0,Hive
0.074074074,0.055555556,0.055555556,0.611111111,1.033601492,1.514494488,1.489972672,0.424911111,0.222222222,0,0.740740741,0.037037037,0.611111111,-0.12897,0.153248837,0,0,1,0,61.4242209,1,0,0,1,0,Hadoop HDFS
0,0,0,1,0.77954024,1.1096551,1.1981609,0.6196,1,0,0,0,1,-0.125,0,0,0,0,0,0,1,0,0,1,0,OFBiz
0,0.25862069,0,0.086206897,0.666887141,1.0293333,1.025111638,0.80355,0.879310345,0.017241379,0.103448276,0,0.5,-0.0982,0.185148276,0,0,7,0,36.1089498,0,0,0,0,0,OFBiz
0.004979253,0.240248963,0.069709544,0.097095436,0.903774001,1.345445925,1.341545456,0.70819,0.857676349,0.019502075,0.121576763,0.001244813,0.616182573,-0.251938278,0.210223077,0,0,0,0,51.19546368,0,0,0,0,0,Hive
0.01369863,0.326484018,0.130136986,0.223744292,0.874126645,1.330754279,1.317087342,0.578443379,0.589041096,0.038812785,0.365296804,0.006849315,0.593607306,-0.124242105,0.22608,1,0,1,0,4.890428412,1,1,1,1,0,OFBiz
0.0625,0.375,0.125,0.75,0.915209081,1.376468724,1.373076699,0.48081875,0.5,0.0625,0.375,0.0625,0.5625,-0.09585,0.185881818,0,0,0,0,81.5,0,0,0,0,0,OFBiz
0,0,0,0.225806452,0.959852655,1.471544231,1.490049029,0.629129032,0.838709677,0,0.161290323,0,0.161290323,-0.203075,0.229858333,0,0,0,0,57.80645161,0,0,0,0,0,OFBiz
0,0.2,0,0,0.76442352,1.21431764,1.20711764,0.655263156,0.8,0,0.2,0,0.2,0,0.19583334,0,0,0,0,46,0,0,0,0,0,Wicket
0,0,0,0,1.307292833,1.841851967,1.901242167,0.65,1,0,0,0,0,0,0.153030305,0,0,0,0,40,0,0,0,0,0,Hibernate ORM
0,0.333333333,0,0.333333333,0.88566535,1.388523367,1.374840467,0.756933333,0.333333333,0,0.666666667,0,0.666666667,0,0.375,0,0,3,0,99,0,0,0,0,0,OFBiz
0,0.058823529,0,0.176470588,0.826967056,1.220688539,1.233585247,0.727129412,0.941176471,0.058823529,0,0,0.235294118,-0.077742857,0.113575,0,0,2,0,36.23529412,0,0,0,0,0,OFBiz
0,0.025906736,0.03626943,0.134715026,1.063684412,1.603020051,1.593560771,0.683168394,0.663212435,0.03626943,0.300518135,0,0.450777202,-0.224716129,0.250631429,1,0,8,0,21.55469753,1,0,0,1,0,Hadoop Common
0.031473534,0.015736767,0.042918455,0.291845494,0.97077939,1.449316607,1.45470545,0.494507377,0.52360515,0.054363376,0.422031474,0,0.394849785,-0.153939347,0.200296251,10,0,0,1,91.82297037,0,1,1,1,0,Wicket
0,0,0,0.25,1.44650809,2.395322875,2.182302225,0.489225,0.5,0,0.5,0,0.5,-0.1,0,0,0,0,0,35.75,0,0,0,0,0,OFBiz
0.014669927,0.041564792,0.080684597,0.217603912,1.061937492,1.584206571,1.594033526,0.530491443,0.601466993,0.053789731,0.344743276,0,0.506112469,-0.163497015,0.217595455,1,0,0,0,38.72863246,0,0,0,0,0,Hive
0.142857143,0.071428571,0.357142857,0.785714286,1.033844011,1.544401929,1.536992771,0.243421429,0.357142857,0,0.642857143,0,0.857142857,-0.0008,0.182733333,0,0,2,0,97.53246753,0,0,0,0,0,Hadoop Common
0,0.271186441,0.016949153,0.169491525,0.824611022,1.224747498,1.243063463,0.752344068,0.677966102,0.169491525,0.152542373,0,0.474576271,-0.215066667,0.272468182,0,0,0,0,29.37685143,0,0,0,0,0,Hadoop Common
0.017857143,0.053571429,0.035714286,0.071428571,0.989917263,1.488888554,1.505273092,0.511352489,0.696428571,0.017857143,0.267857143,0.017857143,0.535714286,-0.16848611,0.211760088,0,0,0,0,53.33928571,0,0,0,0,0,Wicket
0.028846154,0.096153846,0.038461538,0.134615385,1.057119553,1.571914676,1.595719446,0.575360577,0.5,0.028846154,0.461538462,0.009615385,0.711538462,-0.204688889,0.294737931,0,0,0,0,19.89903846,0,0,0,0,0,Camel
0,0,0.166666667,0,1.22160635,1.8032217,1.709736433,0.26035,0.5,0,0.5,0,0.333333333,-0.75,0.3729,0,0,1,0,17.5,0,0,0,0,0,Hadoop Common
0.025104603,0.054393305,0.083682008,0.322175732,0.985576493,1.409356964,1.438459597,0.512403712,0.656903766,0.058577406,0.263598326,0.020920502,0.460251046,-0.166732545,0.198603455,5,0,0,1,50.41038293,0,1,1,1,0,Hibernate ORM
0,0.243243243,0.081081081,0.27027027,0.957138878,1.435009021,1.40830384,0.537791892,0.648648649,0.081081081,0.243243243,0.027027027,0.378378378,-0.13892,0.15265,0,0,0,0,2.869565217,1,0,0,1,0,OFBiz
0,1,0,0,0.80333334,1.0086666,1.1673334,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,Hibernate ORM
0.03539823,0.03539823,0.044247788,0.230088496,1.049342536,1.566296041,1.575058275,0.437040708,0.353982301,0.088495575,0.557522124,0,0.584070796,-0.148714706,0.173594231,0,0,3,0,53.94315554,0,0,0,0,0,OFBiz
0,0.14893617,0.14893617,0.404255319,1.067222025,1.650611573,1.631796114,0.450753191,0.553191489,0.042553191,0.404255319,0,0.638297872,-0.037533333,0.251737143,0,0,15,0,141.944951,0,0,0,0,0,OFBiz
0.052325581,0.093023256,0.119186047,0.255813953,0.99097235,1.502306812,1.45175671,0.639678779,0.665697674,0.031976744,0.299418605,0.002906977,0.386627907,-0.152840351,0.238490805,0,0,7,0,27.2015659,1,0,0,1,0,Hadoop Common
0.056034483,0.129310345,0.0625,0.381465517,1.009854754,1.494951263,1.495158669,0.507756681,0.465517241,0.084051724,0.448275862,0.002155172,0.566810345,-0.1211,0.193681071,0,0,0,0,59.19283142,0,0,0,0,0,Hadoop Common
0,0,0,0,1.3588462,1.7984616,1.8619231,1,1,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,Hibernate ORM
0,0,0,0.25,1.239712075,1.91847805,1.8390862,0.143995099,0.5,0,0.5,0,0.5,-0.375,0.155397727,0,0,0,0,18,0,0,0,0,0,Hibernate ORM
0.017709563,0.058441558,0.080283353,0.195395514,0.930644866,1.357158044,1.369794598,0.580560685,0.680637544,0.050177096,0.263872491,0.005312869,0.431523022,-0.148356209,0.217792437,9,0,0,0,35.31935154,0,1,1,1,0,HBase
0.034090909,0.011363636,0.022727273,0.227272727,0.886493653,1.218370393,1.286062103,0.678317614,0.704545455,0.085227273,0.204545455,0.005681818,0.261363636,-0.142718182,0.173079365,4,0,8,1,58.67167329,1,0,0,1,0,OFBiz
0,0,0.307692308,0.153846154,1.037943579,1.574987896,1.553219731,0.330458245,0.384615385,0.076923077,0.538461538,0,0.615384615,-0.1480303,0.348338178,0,0,0,0,0,0,1,1,1,0,Wicket
0.011904762,0.176587302,0.192460317,0.361111111,0.850461009,1.291131753,1.272672479,0.552967063,0.569444444,0.027777778,0.396825397,0.005952381,0.573412698,-0.188549275,0.253441593,0,0,0,0,45.46849372,0,0,0,0,0,Hadoop Common
0.011212334,0.119831815,0.131044149,0.180098108,0.912875683,1.350674889,1.360611098,0.619163139,0.593552908,0.107918711,0.296426069,0.002102313,0.52908199,-0.188064063,0.235337997,0,0,0,0,28.6294851,0,0,0,0,0,Hive
0.013452915,0.035874439,0.098654709,0.34529148,1.028320828,1.521996404,1.519763212,0.30119417,0.412556054,0.053811659,0.529147982,0.004484305,0.64573991,-0.143415152,0.196752,0,0,0,0,38.59978963,0,0,0,0,0,Hadoop Map/Reduce
0,0,0,0,0.9564357,1.2861387,1.2686138,0.75,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,Hadoop HDFS
0.039426523,0.080645161,0.11827957,0.327956989,0.961195006,1.420919081,1.420108824,0.541225448,0.652329749,0.039426523,0.304659498,0.003584229,0.575268817,-0.134866667,0.172098214,0,0,0,0,85.73811466,0,0,0,0,0,HBase
0,0.214285714,0.119047619,0,1.071497154,1.66954092,1.614775931,0.788307143,0.904761905,0,0.095238095,0,0.452380952,-0.162728571,0.209342857,0,0,0,0,36.66666667,0,0,0,0,0,OFBiz
0,0,0,0,1.3009066,2.05997935,1.98745875,0.537946435,1,0,0,0,0,-0.28125,0.075,0,0,0,0,66,0,0,0,0,0,Hibernate ORM
0.020462046,0.106270627,0.132673267,0.259405941,0.926704676,1.376713845,1.373313263,0.547301782,0.604620462,0.04290429,0.349834983,0.002640264,0.611881188,-0.16047,0.237629875,0,0,0,0,101.1738199,0,0,0,0,0,HBase
0,0,0,2,1.5354545,1.8045454,2.090909,1,1,0,0,0,1,0,0.5,0,0,0,0,0,0,1,1,1,0,Hibernate ORM
0.031578947,0.031578947,0.094736842,0.515789474,0.971493079,1.372616075,1.382428235,0.52806,0.505263158,0.084210526,0.410526316,0,0.6,-0.126018519,0.182729545,0,0,3,0,84.79636591,0,0,0,0,0,Hadoop Common
0,0.066666667,0.066666667,0.133333333,0.785507881,1.159417497,1.165009807,0.745,0.4,0.6,0,0,0.133333333,-0.222233333,0.445,0,0,0,0,3.733333333,0,0,0,0,0,OFBiz
